,Unnamed: 0,artist,title,label,rank,week_start,week_end,genre,year,month,lyrics

[Hook]
Roswell
Ein helles Licht fliegt über Roswell
Diese Geschichte ist unendlich
Kornkreise verwandeln sich zu Mosh-Pits
Endlich fühl' ich mich lebendig
Es ist ein großer Schritt für mich
Und nur ein kleiner für die Menschheit
Ich fang' an zu dirigier'n, eure Köpfe explodieren
Vom Endboss zur Endzeit!



"
18558,18558,miami yacine,rotterdam,kmn gang,59,20.10.2017,26.10.2017,deutschrap,2017,20,"

[Songtext zu „Rotterdam“]

[Producertag]
A-A-Aribeatz

[Part 1]
Hola, hola, Jackie-Coca-Cola (Ah)
12k Gage in Dollar, Dollar
Fick Pocahontas, tick' Koka en masse (Wuh)
Dreihundert km/h, choya, Vollgas (-gas, argh)
Rolex Chronograph, Canada Goose
Ahlan wa sahlan Salam an Boef
Geh' niemals ran, wenn mein Manager ruft (Brra)
Flucht in die Heimat, SEK sucht (Wuh, wuh)
Ah, check die Montblanc (Wuh)
Badboy für immer wie Sean Combs (Ja)
Latte Macchiato und Croissants (Pow)
Amsterdam, Brüssel und London (Ahh)
Patek Philippe, Mann, Patek Philippe (Pow, pow)
Azet und ich sind die Straßenelite (Wuh)
Aló, Madame, hab' andre Termine (Aló, aló)
Plötzlich fährt jeder die Maghrebischiene

[Hook]
Hola, salam, treff' meine Marokks in Rotterdam, in Rotterdam
Salam, zücke die Gun, sie macht *ba-ba-bam-bam-bam-bam-bam*
Salam, treff' meine Marokks in Rotterdam, in Rotterdam
Salam, zücke die Gun, sie macht *ba-ba-bam-bam-bam-bam-bam*

[Part 2]
Assif Madam, ich bin in Amsterdam (Wuh, wuh)
Hau' zehn Mille auf den Kopf, tamam, tamam (Pow, pow)
Mamacita, komm mal ran an die Bar
Kippe dreißig Liter, ich hab' Massari da (Skrrt, skrrt, skrrt)
Okay, trink' auf die Zeit, wo kein Geld für die Miete war (Skrrt)
Und ich mach' dir kein'n Stress, Mama, nie wieder
Ich bin ein Star und meine Ex sieht mich nie wieder
KMN, la familia (Pow)
Weg von der Fahrbahn, mein Outfit Prada
Aus dem Marokkaner wurd' kein Taxifahrer (Pow, pow, pow)
Narbe ist da, nenn mich Harry Potter
Leben wie im Film á la Danny Glover
Jeder ruft mich an, ich scheiß' auf dein'n Businessplan (Pow, pow)
Aber bring mir etwas Eis von der Minibar (Wuh, wuh)
Ich muss ans Mic, keine Zeit für die Kritiker (Skrrt)
Und ich steig' in den Siebener

[Hook]
Hola, salam, treff' meine Marokks in Rotterdam, in Rotterdam
Salam, zücke die Gun, sie macht *ba-ba-bam-bam-bam-bam-bam*
Salam, treff' meine Marokks in Rotterdam, in Rotterdam
Salam, zücke die Gun, sie macht *ba-ba-bam-bam-bam-bam-bam*

[Bridge]
*Bam-bam-bam-bam* (Bam-bam-bam-bam)
*Bam-bam-bam-bam* (Bam-bam-bam-bam)
*Bam-bam-bam-bam* (Bam-bam-bam-bam)

[Hook]
Hola, salam, treff' meine Marokks in Rotterdam, in Rotterdam
Salam, zücke die Gun, sie macht *ba-ba-bam-bam-bam-bam-bam*
Salam, treff' meine Marokks in Rotterdam, in Rotterdam
Salam, zücke die Gun, sie macht *ba-ba-bam-bam-bam-bam-bam*

"
3190,3190,chapo102 x kasimir1441,rotzlöffel,chucky die mördertruppe,91,02.10.2020,08.10.2020,deutschrap,2020,10,
25786,25786,bonez mc & gzuz,rum cola,auf!keinen!fall!,87,03.06.2016,09.06.2016,deutschrap,2016,6,"

[Intro: Bonez MC]
Dieser Abend kommt nie wieder
Wer weiß, wie lange wir noch da sind?
Bitte mach hier nicht auf Diva, Baby, ah
Und sie singen unsere Lieder
Sie bleibt für immer 187er
Baby, komm, wir machen Party
Ah

[Part 1: Bonez MC]
Ich liebe deine Leggings, sie betont deine Figur
Baby, ich bin gut gelaunt und hab' noch Kohle von der Tour
Meine Eier sind rasiert und meine Wohnung hat ein' Flur
Aber alles ist vergänglich, auch die Krone auf der Uhr
Jeder Tag ist ein Geschenk und ich lebe den Moment
Bitte komm in meinen Benz und dann verstehst du, wie ich denk'
Du siehst gut aus und ich glaube, dass du schmeckst
Tut mir leid, doch ich denk laufend nur an Sex
Und wir beide wissen ...

[Hook: Bonez MC]
Dieser Abend kommt nie wieder
Wer weiß, wie lange wir noch da sind? Rum Cola
Bitte mach hier nicht auf Diva
Baby, komm, wir machen Party, ah
Und sie singen unsere Lieder
Auch wenn wir morgen nicht mehr da sind, Rum Cola
Sie bleibt für immer 187er
Baby, komm, wir machen Party
Ah

[Part 2: Gzuz]
Und ich kaufe einen Whisky mit Soda
Alle sind am Feiern, keiner sitzt auf dem Sofa
Weil morgen könnte diese Party schon vorbei sein
Wir rasten aus, diese Nacht ist das Highlight
Ein Schuss in den Himmel, ein Schuss in die Strafhaft
Schade, dass ihr heute nicht da wart
Ich brauch' noch 'ne Alte, am besten wären zwei
(Ja!) Ich geh' steil, bis ins letzte Detail, weil

[Hook: Bonez MC]
Dieser Abend kommt nie wieder
Wer weiß, wie lange wir noch da sind? Rum Cola
Bitte mach hier nicht auf Diva
Baby, komm, wir machen Party, ah
Und sie singen unsere Lieder
Auch wenn wir morgen nicht mehr da sind, Rum Cola
Sie bleibt für immer 187er
Baby, komm, wir machen Party
Ah

[Bridge: Bonez MC]
So jung kommen wir nie wieder zusammen
Baby, so jung kommen wir nie wieder zusammen
So jung kommen wir nie wieder zusammen
Baby, so jung kommen wir nie wieder zusammen
Und wir wissen beide

[Hook: Bonez MC]
Dieser Abend kommt nie wieder
Wer weiß, wie lange wir noch da sind?
Bitte mach hier nicht auf Diva, Baby, ah
Und sie singen unsere Lieder
Sie bleibt für immer 187er
Baby, komm, wir machen Party
Ah

[Outro: Bonez MC]
Ratatata, Bonez und Gazi
Wir sind stoned und machen Party
Komm', ich kauf' dir einen Ferrari
Jambeatz
2016, „High & Hungrig 2“

"
11990,11990,kianush,rückkehr,life is pain,91,25.01.2019,31.01.2019,deutschrap,2019,25,
1397,1397,lune,s.o.s.,lune,98,05.02.2021,11.02.2021,deutschrap,2021,2,"

[Intro: Polito]
Yo
Cute shit only

[Verse 1: Bleu Santana]
Okay (Aye, Aye)
Check one two (yeah)
Vividly remember all the smoke in a heat wave
Vividly remember going through it on a weekday (uh)
I take my chances
I shoot em’ all down
Ain’t no bitch that can take what I found (one two)
Throwin’ it in like a quarterback
I’m a mortal man to a border rat
And I take the place where your soul was at
Deep down in a cul-de-sac
No man, no man alive, Bleu is online
Too soft for the shit talking
Doin’ all of that wrist-rocking
It’s tick-tocking your time down
Don’t tell me that I should calm down
You rowdy and I’m rowdy too
Too much noise to be out of tune
We take the moon like it’s Claire de Lune
So we going out like a super nova

[Chrous: Polito]
Soy el paletero tengo hielo pa’el mal (huh)
Chamoy con el mango tengo todo
¿qué tal?
Soy el paletero tengo hielo pa’el mal (huh)
Chamoy con el mango tengo todo
¿qué tal?
Qué tal estar sin tus ojos como el mar
Tan caliente y sin amor
Tu helado refresca (Aya)
Aya OH
Aya OH
Aya OH

[Verse 2: Kalid Abdul]
Hay huesos en mi gelatina
Rezando por Serafina
¿Esta agua será chafa?
O ¿Podrá ser de las mas finas?
Deja lo natural por las maquinitas
Y hay que sonreír como Sophia
Robots con cerebros y filosofías
¿Que nos va llevar primero?
¿Las ansías por el dinero?
O ¿Este calor carpintero?
¿Inundados por el hielo?
Sweatshops making hoodies yellow
And this litter got me fed up
Bien feo lo que veo
Y eso que no estoy pedo
¿Qué pedo?

[Chorus: Polito]
Uh
¿Qué pedo?
¿Qué pedo? (Ay guey)
¿Qué pedo?
Soy el paletero tengo hielo pa’el mal (Ay ya yay)
Chamoy con el mango tengo todo
¿qué tal? (Ay yay ya)
¿Qué tal?
¿Qué tal?

[Outro: Bleu Santana]
Yo soy el paletero
Yo soy
Yo soy
Yo soy el paletero
Yo soy
Yo soy
Yo soy el paletero
Yo soy
Yo soy
Yo soy el paletero
Yo soy
Yo soy

¡Ya guey por favor!

"
1370,1370,monet192,salty,warner music germany,71,05.02.2021,11.02.2021,deutschrap,2021,2,
18,18,rin,san andreas,gold league,19,07.05.2021,13.05.2021,deutschrap,2021,5,
7664,7664,eno,sauba,alles oder nix records,65,22.11.2019,28.11.2019,deutschrap,2019,22,"

[Songtext zu „Sauba“]

[Part 1]
Ku-Ku-Kugelsicher wie der Teflon-Don (Pow-pow)
Weste sitzt immer noch, wenn du schießt, bonne chance
Mit der Uzi durch Gepäckkontroll'n
Duty Free Winter auf Malediven, komm, komm!
Umsonst First-Class geht, Cousi, weil ich Scheine mach
Kam aus dem Nichts, hab' es weit gebracht
Sag' dem Berber, den ich immer bei mir hab':
„Tyson Cut, Birra, mach die Seiten ab“
Seiten sıfır, oben neun Milli
Wie die SIG Sauer mit Power (Bum, bum)
Jeder mit Ballermann will jetzt ein Löwe sein
Komm in die Höhle rein, Füchse sind schlauer
Egal, wie viel ich mach', Appetit ist da
Unabhängig vom Esstisch
Und Bra, auch wenn ich jetzt in Suiten schlaf'
Ich bleib' der Chab aus der Wellritz
Immer noch durch den Block auf mei'm E-Bike (E-Bike)
Treibe haufenweise Es ein
Es heißt, wenn man Habs reingeht
Rennt ei'm die Zeit weg, während sie steh'n bleibt

[Pre-Hook]
Ah, dieser Lifestyle, ja, er rächt sich
Kommt der Iba'ash, ich versteck' mich
Die Gegend, sie ist mies dreckig, Para
Es ist mies dreckig, alles hier ist mies dreckig, aber du weißt
Roli glänzt, Felgen brenn'n
Paranoia, fahr zu schnell (Phew)
Mercedes SLS
Alles läuft so wie geplant

[Hook]
Geschäfte laufen sauba, sauba, sauba
Früher war ich Gauner, Gauner, Gauner
Aber jetzt läuft alles sauba, sauba, sauba
Alles läuft sauba, sauba, sauba

[Part 2]
Mein Herz eine eisige Box
Seh' die Blicke dieser neidischen Schmocks
Wer sich lustig macht, kriegt
*Klick* oder *Schüsse* drei in den Kopf
Bin in einigen Blocks mit dem gleichen Gesocks
Hier bekomm'n nur die fleißigen Jobs
Wohne in 'nem stylischen Loft
Und vertreibe den Stoff aus dem dreißigsten Stock
Mit der Schreckschuss ein'n auf Ghetto
Rapper bell'n nur, picobello
Zu viel Testo, Worte zwecklos
Brutto, netto, Gordon Gekko
Eiserner Blick, keiner, der zinkt
Safe, dass mich nur einer mit Alzheimer vergisst
Ja, der RM-Zeiger, er tickt
Besser renn, bevor dich der Rottweiler erwischt
Bin ein Label-Chef so wie Damon Dash
Sie haten jetzt, ich regel' es
Das Leben schmeckt, die Bagels fresh
Ja, ja, das macht den Schädel lesh

[Pre-Hook]
Ah, dieser Lifestyle, ja, er rächt sich
Kommt der Iba'ash, ich versteck' mich
Die Gegend, sie ist mies dreckig, Para
Es ist mies dreckig, alles hier ist mies dreckig, aber du weißt
Roli glänzt, Felgen brenn'n
Paranoia, fahr zu schnell (Phew)
Mercedes SLS
Alles läuft so wie geplant

[Hook]
Geschäfte laufen sauba, sauba, sauba
Früher war ich Gauner, Gauner, Gauner
Aber jetzt läuft alles sauba, sauba, sauba
Alles läuft sauba, sauba, sauba

"
40098,40098,weekend,"schatz, du arschloch!",chimperato,99,13.09.2013,19.09.2013,deutschrap,2013,13,
24474,24474,beginner,schelle,universal domestic vertigo,75,02.09.2016,08.09.2016,deutschrap,2016,9,"

[Intro]
„He, Sie! Sie könn' höchstens welche in die Schnauze kriegen, wenn Sie wollen!“

[Part 1: Eizi Eiz]
Tja!
Ich sag': „Alle Mann an Bord! Eizi an das Wort""
Die Jacke ist aus Leder, die Hose sind aus Cord
Hamburg ist der Ort, nicht irgend so ein Dorf
Und wenn ich auf Deutsch rappe, dann tu' ich das wegen Torch
Yacka yacka yau, ich rocke hier die Show
Und deine Triple-Reime int'ressieren keine Sau
Sogar deine Frau - sie tanzt und sagt: „Wow!“
Und ich hab' 'n Mittelfinger, für Silber und für Blau
Ich und meine Gang, wir komm' von den Jams
Freestylen, Hasch rauchen, auf dem Boden penn'
Verdienten keinen Cent, keine Frau'n und keine Fans
Aber das ist der Grund, warum das Feuer in uns brennt

[Hook]
Und wie wär's mit 'ner Schelle? Ma' eben auf die Schnelle?

Schelle, Schelle, Schelle
Schelle, Schelle, Schelle

[Part 2: Denyo]
Das Thermometer steigt, Denyo ist am Mic
Stress to impress, liefer' Sound, dicke Luft
Ah, ich komm' in Neoprenanzug und Krawatte
Sinuswellen reiten, Urlaub im Club
Maximaler Pegel, die Band mit dem Fuchsschwanz
Verteilt 'ne Schelle und bekommt dafür 'ne Kusshand (yeah)
Ja, die Frauen freuen sich tierisch
Unser Sound klingt karibisch, dein Sound klingt nach Russland

[Part 3: Eizi Eiz]
Ey, die Beginner sind im Haus, Handschlag - Faust
Die Klamotten fresh - Sonnenbrille auf
Den Sound in uns'rer Cloud, den pumpen alle laut
Und die Drums sind so trocken wie die Gags und die Haut
Yippie yippie yeah, ich habe einen im Tee
Und schmiere meine Popel an einen BMW
Bei Schnee sag' ich: „Ne!“, und rolle OCB
Ja, und wenn mir nichts mehr einfällt, zitier' ich Thomas D
Ich bring ne Menge Schellen und alle sind am schreien
Weil wenn der Bass kommt, die Sonne immer scheint
Du scheißt auf Politik, aber merk dir bitte eins:
Monsanto ist böse, Monsanto ist der Feind

[Hook]
Und wie wär's mit 'ner Schelle? Ma' eben auf die Schnelle?

Schelle, Schelle, Schelle
Schelle, Schelle, Schelle

[Part 4: Denyo]
Ich sage: „Zieh dich erstma' um!“ - als wär' ich dein Sportlehrer
Poetryslam-Dunk, komm mir nicht mit Korbleger
Und ich heb' ab und fliege
Dein Sound sät Hass, mein Sound erntet Liebe
Eh, brennende Leidenschaft, jede meiner Rap-Strophen
Bekommt von „Brandstiftung Warentest“ Bestnoten
Und der Laden bebt, alles schwankt
Denn wir sind wie der Mond: Voll bis zum Rand

[Hook]
Schelle, Schelle, Schelle

[Outro]
„Manchmal helfen Schellen.“
„Manchmal helfen Schellen.“
„Manchmal helfen Schellen.“
„Manchmal helfen Schellen.“



"
9693,9693,lx & maxwell feat. gzuz,schicker schlitten,187 strassenbande,94,05.07.2019,11.07.2019,deutschrap,2019,7,"

[Songtext zu „Schicker Schlitten“ ft. Gzuz]

[Part 1: Maxwell]
Ey, ich schlaf' einfach besser mit 'ner Glock unterm Kissen (uh)
Weil wir Ot-Päckchen drücken (ah), sind die Cops hier am schnüffeln (uh-uh)
Zahnstocher − check! Meine Locken sind gewickelt (immer)
Hab' paar Jobs hingeschmissen und nur Gott kann mich richten
Bis der Richter mich verknackt, mach' ich Mitternacht mein Schnapp (Schnapp)
Die Kisten sind verpackt mit den allerdicksten Buds
Lauf' 'ne Stunde in mei'm Viertel rum, vertick' ein bisschen Natz (Natz)
Und für Freunde die verstorben sind verkippe ich den Schnaps
Polizei stürmt mein Haus wegen Automatikwaffen (waa)
Reißen die Matratzen auf und klau'n mir meine Batzen
Kann mich nicht mehr frei bewegen, werde laufend nur beschattet
Digga, Maxwell, ich trau' nicht mal meinem Schatten, wuah

[Hook: Maxwell, LX]
Wir lungern in der Gasse (ja), die Pumpe in der Tasche
Digga, wow, schicker Schlitten, über hunderttausend Tacken
Digga, wow, schicker Schlitten, über hunderttausend Tacken
Fahr' 'ne Runde ohne Lappen, mach' im Untergrund mein'n Batzen
Wir lungern in der Gasse (ja), die Pumpe in der Tasche
Digga, wow, schicker Schlitten, über hunderttausend Tacken
Digga, wow, schicker Schlitten, über hunderttausend Tacken
Fahr' 'ne Runde ohne Lappen, mach' im Untergrund mein'n Batzen

[Part 2: LX]
Ich komm' mit V8-Maschine
Hab' 32 Schuss im extra-lang'n Magazin drin
Die Kugeln sind geputzt, wir komm'n wie 'ne Lawine
Ganja wird gepusht, es riecht wie Apfelsine, verdiene mit der Sucht
Ich mach' ein'n Tausender hier, mach' ein'n Tausender da
Denn wenn du dreitausend verdienst, nimmt dir zweitausend der Staat
Ich scheiß' drauf, was ihr sagt, und mach' weiterhin mit Gras
Ey, ich schreib' das in die Parts, was ich seh', und das war's
Dreißiger am Handgelenk, Fünfer an der Kette (ha)
Weißes Zeug im Handgepäck, Bündel in der Weste
Ich wär' bestimmt irgendwo angestellt, verstünd ich die Gesetze
Ey, ab morgen gibt's kein Internet, plündert die Geschäfte

[Hook: Maxwell, LX]
Wir lungern in der Gasse (ja), die Pumpe in der Tasche
Digga, wow, schicker Schlitten, über hunderttausend Tacken
Digga, wow, schicker Schlitten, über hunderttausend Tacken
Fahr' 'ne Runde ohne Lappen, mach' im Untergrund mein'n Batzen
Wir lungern in der Gasse (ja), die Pumpe in der Tasche
Digga, wow, schicker Schlitten, über hunderttausend Tacken
Digga, wow, schicker Schlitten, über hunderttausend Tacken
Fahr' 'ne Runde ohne Lappen, mach' im Untergrund mein'n Batzen

[Part 3: Gzuz]
Sie sagt, „Wow, schicker Schlitten“, meine Karre ist ein Dosenöffner (ja)
Hundert Million'n Streams, dafür braucht man keine Notenblätter (ne-e, haha)
Interviews so hart, auf der Straße hast du Beef
Es geht um Felgen oder Motor, wenn der Gazi sich verliebt (hah)
Von Reeperbahn bis Schenefeld (ja), das ist mein Bewegungsfeld (ja)
Und die Scheiben bleiben unten, außer wenn der Regen fällt (jaa)
Fahren langsam, leben schnell, jeder weiß, es geht um Geld (ching)
Niemand sieht dein'n Schlitten, wenn daneben mein Mercedes hält (hahaha)
Alles XXL, alles frisch aufpoliert (ja)
Dope-Geschäfte laufen hier, die großen Knospen rauchen wir
Alle wissen, ich steh' auf dicke Titten
Sie steht vor meiner Karre und sagt: „Wow, schicker Schlitten“ (blaa)

[Hook: Maxwell, LX]
Wir lungern in der Gasse (ja), die Pumpe in der Tasche
Digga, wow, schicker Schlitten, über hunderttausend Tacken
Digga, wow, schicker Schlitten, über hunderttausend Tacken
Fahr' 'ne Runde ohne Lappen, mach' im Untergrund mein'n Batzen
Wir lungern in der Gasse (ja), die Pumpe in der Tasche
Digga, wow, schicker Schlitten, über hunderttausend Tacken
Digga, wow, schicker Schlitten, über hunderttausend Tacken
Fahr' 'ne Runde ohne Lappen, mach' im Untergrund mein'n Batzen

[Bridge: Maxwell, LX]
Meine Haut Karamell, so wie Werther's Original
Deiner Frau, ihr gefällt mein Mercer, wie er strahlt
Ey, ich brauch' bares Geld, um die Sterne zu bezahl'n
Und verkauf' wieder Haze, weil die Ernte ist brutal
Werf' ein'n Blick vor die Tür, steht der Daimler
Deine Bitch will zu mir, sie ist einsam
Lass' sie abblitzen, weil ich keine Zeit hab'
Muss weiter die Kisten verteilen, bin erreichbar (brra)

[Hook: Maxwell, LX]
Wir lungern in der Gasse (ja), die Pumpe in der Tasche
Digga, wow, schicker Schlitten, über hunderttausend Tacken
Digga, wow, schicker Schlitten, über hunderttausend Tacken
Fahr' 'ne Runde ohne Lappen, mach' im Untergrund mein'n Batzen
Wir lungern in der Gasse (ja), die Pumpe in der Tasche
Digga, wow, schicker Schlitten, über hunderttausend Tacken
Digga, wow, schicker Schlitten, über hunderttausend Tacken
Fahr' 'ne Runde ohne Lappen, mach' im Untergrund mein'n Batzen

[Outro: LX]
Ba-ba-ba-bam
Ba-ba-ba-bam
Ba-ba-ba-bam
Ba-ba-ba-bam

"
6343,6343,jamule,schiebedach,life is pain,44,21.02.2020,27.02.2020,deutschrap,2020,21,"

[Songtext zu „Schiebedach“]

[Intro]
Bounce Brothers
Miksu
Macloud

[Hook]
Ich hab' so oft daran gedacht, ja
Wie es wär, hätte das alles nicht geklappt, ja
Nein, die Schule hat mir gar nichts beigebracht, ja
Puste Rauch raus aus dem Schiebedach, ey
Ich hab' so oft daran gedacht, ja (Ja, so oft)
Wie es wär, hätte das alles nicht geklappt, ja
Nein, die Schule hat mir gar nichts beigebracht, ja
Puste Rauch raus aus dem Schiebedach, ja

[Part 1]
Ich will so viel, die Zeit, sie rennt
Fahr' hinterher im Maybach-Benz
Vielleicht wird es nie mehr, wie es war
Auch wenn, dann nicht, ist mir doch egal, ja, ha
Das mit den ganzen Frau'n ist für mich nichts mehr Neues
Ich mach' es immer wieder und bereu' es
Nur eine von hundert, die was bedeutet
Aber sorry, ich verfolge meine Träume

[Pre-Hook]
Alles gut, solang ich leb'
Bin dankbar für, heh
Was ich jetzt hab'
Gott gibt mir Kraft, ich hab'

[Hook]
Ich hab' so oft daran gedacht, ja
Wie es wär, hätte das alles nicht geklappt, ja
Nein, die Schule hat mir gar nichts beigebracht, ja
Puste Rauch raus aus dem Schiebedach, ey
Ich hab' so oft daran gedacht, ja
Wie es wär, hätte das alles nicht geklappt, ja
Nein, die Schule hat mir gar nichts beigebracht, ja
Puste Rauch raus aus dem Schiebedach, ja

[Part 2]
Es ist wieder Morgen und ich liege wach
Mein Blick geht Richtung Himmel, hab' an dich gedacht
Tagelang im Studio bis um Mitternacht
Alles kommt vom Herzen und sie wissen das, ja, ja
Nein, nein, beachte keine Regeln
Ich mach', was ich will und leb' vielleicht ein abgefucktes Leben, aber
Lass' kein'n Scheiß in das in meiner Seele
Tapp' um Mitternacht im Nebel und wasche mich in dem Regen, ja

[Pre-Hook]
Alles gut, solang ich leb'
Bin dankbar für, was ich jetzt hab'
Gott gibt mir Kraft, ich hab'
Ich hab' so oft daran gedacht
Wie es wär, hätte das alles nicht geklappt
Nein, die Schule hat mir gar nichts beigebracht
Puste Rauch raus aus dem Schiebedach, ja

[Hook]
Ich hab' so oft daran gedacht, ja
Wie es wär, hätte das alles nicht geklappt, ja
Nein, die Schule hat mir gar nichts beigebracht, ja
Puste Rauch raus aus dem Schiebedach, ey
Ich hab' so oft daran gedacht, ja
Wie es wär, hätte das alles nicht geklappt, ja
Nein, die Schule hat mir gar nichts beigebracht, ja
Puste Rauch raus aus dem Schiebedach, ja

"
37,37,jamule,schizophren,life is pain,38,07.05.2021,13.05.2021,deutschrap,2021,5,
32476,32476,bushido,schluss mit gerede,bushido,77,27.02.2015,05.03.2015,deutschrap,2015,27,
7074,7074,hemso feat. lx,schmeckt,supremos musik,75,03.01.2020,09.01.2020,deutschrap,2020,1,"

[Songtext zu „Schmeckt“ ft. LX]

[Intro: LX]
Hemso! Haha
Siebziger, haha!

[Part 1: LX]
Siebzig Mille, unterwegs, dreieinhalb pro Paket (Ja)
20k in meine Tasche und ich zeig' wie leicht es geht (Nonstop)
Hosenbund 38 (Weh), die Jungs tragen Haifisch (Weh)
Ein falscher Move, ey, der Pitbull zerreißt dich (Rroah)
Keine Zigarette, so viel Diesel in mei'm Joint (Hah)
53, null-sechs-neun, Unterkiefer sind betäubt
Hab' 'ne Lieferung für euch, Digga, hundert Prozent rein (Hahaha)
Und ich sag' es euch auf Deutsch, meine Kunden rauchen Stein
Ich dreh' ein'n Riesen-Ella, diese Zwei schießen schneller
Deine Olle kommt nach Hause, heut mit zwei Riesenteller
Ich bleib' ein Krimineller, immer umsatzfixiert (Immer)
Immer ein Auge auf, zum neue Kunden akquirier'n
Du musst im Grunde akzeptieren, wir sind jetzt hier
Und ab Morgen gibt es Schell'n, wenn du verkaufst in mein Revier
Trau dich vor die Tür! (Haha) Was für ausdiskutier'n?
Alles wird bei mir mit der Faust reguliert!

[Hook: Hemso]
Ich mach' Schnapp auf der Straße durch ein Kilo (Durch ein Kilo)
Unser Nachteil, vielleicht ist der Kunde Kripo (Kunde Kripo)
Wir sind Gangster, klär'n alles ohne Police (Ohne Police)
Komm in meine Gegend, wenn du gutes Dope willst (Dope willst)
Benz-AMG (Schmeckt), fette Goldkette (Schmeckt)
Achtzehn-Karat-Gold-Rolex an mein Handgelenk, schmeckt
Kilo-Jay-Schnapp (Schmeckt), Purple-Haze-Blunt (Schmeckt)
Batzen Geld durch Flex, alles läuft grad perfekt

[Bridge: Hemso]
Ich mach' Schnapp auf der Straße durch ein Kilo
Unser Nachteil, vielleicht ist der Kunde Kripo
Wir sind Gangster, klär'n alles ohne Police
Komm in meine Gegend, wenn du gutes Dope willst

[Part 2: Hemso]
Gangster-Mentalität, schnell Geld machen
Jeder will gern meine Kunden, ich muss hellwach bleiben
Laufe durch das Viertel in Fila, die Taschen voll Drogen (Haha)
Geldbatzen und Kanon'n, Flex, Gras und Patron'n (Rrah)
Aus der Dunkelheit ins Licht, heute Star, gestern nix
Beutejagd aus mein Instinkt, unser Leben ist ein Film
Bruder, Knast oder Palast, LX, 187 Straßenbande
Eins- bis zweitausend Euro, was ich jeden Abend mache (Jeden Tag)
Die Kehrseite von dein scheiß Medaillon (Uh)
Über hundert Läufer sind am Start wie bei 'nem Triathlon
Bandit, lad' die Colt, das ist Street, Babylon
Deine Mutter wird gefickt, wie wenn dein Stiefvater kommt (Haha)
Ein Kilo in 'nem Nike-Trikot, fick' die scheiß Kripo (Scheiß Kripo!)
Meine Clips nutzen Bullen immer als Beweisvideo
Lila Schein bleibt weiter meine Lieblingsfarbe
Zahl'n lügen nicht, so wie meine Digi-Waage

[Hook: Hemso]
Ich mach' Schnapp auf der Straße durch ein Kilo (Durch ein Kilo)
Unser Nachteil, vielleicht ist der Kunde Kripo (Kunde Kripo)
Wir sind Gangster, klär'n alles ohne Police (Ohne Police)
Komm in meine Gegend, wenn du gutes Dope willst (Dope willst)
Benz-AMG (Schmeckt), fette Goldkette (Schmeckt)
Achtzehn-Karat-Gold-Rolex an mein Handgelenk, schmeckt
Kilo-Jay-Schnapp (Schmeckt), Purple-Haze-Blunt (Schmeckt)
Batzen Geld durch Flex, alles läuft grad perfekt

"
